Date,Year,Month,Day,Temperature,PO4,NO3,Secchi
30/03/2004,2004,3,30,5.90,1.24,36.97,3.70
31/03/2004,2004,3,31,5.20,0.73,32.15,3.50
01/04/2004,2004,4,1,5.20,0.73,26.06,3.20
02/04/2004,2004,4,2,5.10,0.57,22.40,2.70
03/04/2004,2004,4,3,NA,NA,NA,NA
04/04/2004,2004,4,4,NA,NA,NA,NA
05/04/2004,2004,4,5,6.20,0.44,20.78,2.80
06/04/2004,2004,4,6,6.10,0.44,19.92,3.60
07/04/2004,2004,4,7,6.00,0.35,20.35,3.20
08/04/2004,2004,4,8,6.20,0.57,19.82,4.80
09/04/2004,2004,4,9,NA,NA,NA,NA
10/04/2004,2004,4,10,NA,NA,NA,NA
11/04/2004,2004,4,11,NA,NA,NA,NA
12/04/2004,2004,4,12,NA,NA,NA,NA
13/04/2004,2004,4,13,7.20,0.57,28.39,4.00
14/04/2004,2004,4,14,7.10,0.87,29.56,3.20
15/04/2004,2004,4,15,7.00,0.45,28.95,4.20
16/04/2004,2004,4,16,7.00,1.02,24.33,4.20
17/04/2004,2004,4,17,NA,NA,NA,NA
18/04/2004,2004,4,18,NA,NA,NA,NA
19/04/2004,2004,4,19,6.20,0.65,15.69,5.00
20/04/2004,2004,4,20,6.20,0.58,18.64,4.00
21/04/2004,2004,4,21,7.10,0.33,19.51,5.00
22/04/2004,2004,4,22,7.20,0.62,17.65,4.50
23/04/2004,2004,4,23,7.20,0.57,19.86,4.20
24/04/2004,2004,4,24,NA,NA,NA,NA
25/04/2004,2004,4,25,NA,NA,NA,NA
26/04/2004,2004,4,26,9.90,0.67,31.10,5.00
27/04/2004,2004,4,27,8.80,0.40,30.11,4.10
28/04/2004,2004,4,28,8.60,0.74,25.75,3.70
29/04/2004,2004,4,29,8.50,0.26,20.32,2.90
30/04/2004,2004,4,30,8.00,0.67,16.46,3.90
01/05/2004,2004,5,1,NA,NA,NA,NA
02/05/2004,2004,5,2,NA,NA,NA,NA
03/05/2004,2004,5,3,8.60,0.03,8.41,4.00
04/05/2004,2004,5,4,8.30,0.03,8.11,4.70
05/05/2004,2004,5,5,8.20,0.01,7.70,4.70
06/05/2004,2004,5,6,8.30,0.17,7.88,4.00
07/05/2004,2004,5,7,8.50,0.15,7.58,3.80
08/05/2004,2004,5,8,NA,NA,NA,NA
09/05/2004,2004,5,9,NA,NA,NA,NA
10/05/2004,2004,5,10,8.40,0.44,6.39,3.90
11/05/2004,2004,5,11,8.80,0.34,7.32,3.50
12/05/2004,2004,5,12,9.90,0.37,9.64,3.80
13/05/2004,2004,5,13,10.50,0.79,15.80,5.00
14/05/2004,2004,5,14,10.00,0.30,7.97,5.50
15/05/2004,2004,5,15,NA,NA,NA,NA
16/05/2004,2004,5,16,NA,NA,NA,NA
17/05/2004,2004,5,17,10.20,0.15,7.52,4.00
18/05/2004,2004,5,18,10.10,0.96,6.54,4.40
19/05/2004,2004,5,19,10.10,0.01,2.69,3.50
20/05/2004,2004,5,20,NA,NA,NA,NA
21/05/2004,2004,5,21,10.20,0.24,5.54,3.20
22/05/2004,2004,5,22,NA,NA,NA,NA
23/05/2004,2004,5,23,NA,NA,NA,NA
24/05/2004,2004,5,24,10.50,0.04,5.67,2.10
25/05/2004,2004,5,25,10.30,0.29,5.31,4.00
26/05/2004,2004,5,26,10.00,0.37,5.94,4.00
27/05/2004,2004,5,27,10.80,0.35,6.08,4.50
28/05/2004,2004,5,28,10.30,0.22,6.36,6.50
29/05/2004,2004,5,29,NA,NA,NA,NA
30/05/2004,2004,5,30,NA,NA,NA,NA
31/05/2004,2004,5,31,NA,NA,NA,NA
01/06/2004,2004,6,1,11.80,0.12,4.50,9.00
02/06/2004,2004,6,2,12.10,0.43,4.08,10.00
03/06/2004,2004,6,3,12.80,0.83,4.58,10.00
04/06/2004,2004,6,4,12.60,0.17,4.21,8.50
05/06/2004,2004,6,5,NA,NA,NA,NA
06/06/2004,2004,6,6,NA,NA,NA,NA
07/06/2004,2004,6,7,13.10,0.23,5.48,5.00
08/06/2004,2004,6,8,13.30,0.01,2.64,5.00
09/06/2004,2004,6,9,14.10,0.33,4.93,3.70
10/06/2004,2004,6,10,13.00,1.18,4.50,5.00
11/06/2004,2004,6,11,14.00,0.67,3.00,5.20
12/06/2004,2004,6,12,NA,NA,NA,NA
13/06/2004,2004,6,13,NA,NA,NA,NA
14/06/2004,2004,6,14,13.80,0.69,3.16,4.90
15/06/2004,2004,6,15,13.00,0.01,5.06,5.00
16/06/2004,2004,6,16,13.10,0.30,2.52,2.00
17/06/2004,2004,6,17,12.90,0.12,2.32,4.60
18/06/2004,2004,6,18,13.20,0.27,3.43,6.00
19/06/2004,2004,6,19,NA,NA,NA,NA
20/06/2004,2004,6,20,NA,NA,NA,NA
21/06/2004,2004,6,21,13.80,0.01,1.58,5.20
22/06/2004,2004,6,22,14.10,0.19,4.71,7.00
23/06/2004,2004,6,23,14.30,0.23,2.31,4.50
24/06/2004,2004,6,24,14.10,0.33,3.71,3.10
25/06/2004,2004,6,25,13.60,0.75,3.55,2.00
26/06/2004,2004,6,26,NA,NA,NA,NA
27/06/2004,2004,6,27,NA,NA,NA,NA
28/06/2004,2004,6,28,14.30,2.09,3.07,3.50
29/06/2004,2004,6,29,14.30,0.42,4.57,4.50
30/06/2004,2004,6,30,14.60,0.67,3.56,4.30
01/07/2004,2004,7,1,14.60,0.39,3.31,5.20
02/07/2004,2004,7,2,14.80,0.01,NA,4.80
03/07/2004,2004,7,3,NA,NA,NA,NA
04/07/2004,2004,7,4,NA,NA,NA,NA
05/07/2004,2004,7,5,15.10,0.52,2.70,6.00
06/07/2004,2004,7,6,14.60,0.44,5.68,4.70
07/07/2004,2004,7,7,15.20,0.73,5.70,5.50
08/07/2004,2004,7,8,15.10,1.12,5.60,3.80
09/07/2004,2004,7,9,15.10,0.33,2.71,4.90
10/07/2004,2004,7,10,NA,NA,NA,NA
11/07/2004,2004,7,11,NA,NA,NA,NA
12/07/2004,2004,7,12,15.00,0.10,2.97,4.90
13/07/2004,2004,7,13,15.00,0.26,2.78,3.00
14/07/2004,2004,7,14,15.40,1.02,4.32,4.20
15/07/2004,2004,7,15,14.60,0.01,3.62,7.00
16/07/2004,2004,7,16,15.20,0.01,1.79,6.80
17/07/2004,2004,7,17,NA,NA,NA,NA
18/07/2004,2004,7,18,NA,NA,NA,NA
19/07/2004,2004,7,19,17.30,0.55,1.83,4.00
20/07/2004,2004,7,20,16.80,0.07,7.63,4.50
21/07/2004,2004,7,21,16.60,0.82,4.79,4.50
22/07/2004,2004,7,22,16.80,1.87,6.29,4.90
23/07/2004,2004,7,23,17.00,0.39,6.75,3.80
24/07/2004,2004,7,24,NA,NA,NA,NA
25/07/2004,2004,7,25,NA,NA,NA,NA
26/07/2004,2004,7,26,16.30,0.31,3.74,3.40
27/07/2004,2004,7,27,16.40,0.16,4.07,4.20
28/07/2004,2004,7,28,17.40,0.11,1.34,4.00
29/07/2004,2004,7,29,17.10,0.97,1.31,5.20
30/07/2004,2004,7,30,17.20,0.14,2.03,5.40
31/07/2004,2004,7,31,NA,NA,NA,NA
01/08/2004,2004,8,1,NA,NA,NA,NA
02/08/2004,2004,8,2,19.10,0.07,0.58,4.80
03/08/2004,2004,8,3,18.30,0.01,0.48,4.70
04/08/2004,2004,8,4,18.60,0.22,0.65,3.80
05/08/2004,2004,8,5,18.80,0.44,2.70,3.40
06/08/2004,2004,8,6,18.30,0.61,1.27,4.40
07/08/2004,2004,8,7,NA,NA,NA,NA
08/08/2004,2004,8,8,NA,NA,NA,NA
09/08/2004,2004,8,9,18.50,0.33,1.56,5.50
10/08/2004,2004,8,10,18.30,0.49,1.28,3.60
11/08/2004,2004,8,11,18.10,0.30,0.55,3.60
12/08/2004,2004,8,12,18.10,0.24,0.64,5.00
13/08/2004,2004,8,13,18.30,0.77,0.46,5.00
14/08/2004,2004,8,14,NA,NA,NA,NA
15/08/2004,2004,8,15,NA,NA,NA,NA
16/08/2004,2004,8,16,18.10,0.42,1.59,5.80
17/08/2004,2004,8,17,18.00,0.28,0.67,6.00
18/08/2004,2004,8,18,18.00,0.34,0.67,6.00
19/08/2004,2004,8,19,18.10,0.22,0.47,6.00
20/08/2004,2004,8,20,18.20,0.09,0.50,4.00
21/08/2004,2004,8,21,NA,NA,NA,NA
22/08/2004,2004,8,22,NA,NA,NA,NA
23/08/2004,2004,8,23,17.10,0.37,1.16,3.20
24/08/2004,2004,8,24,17.60,0.11,0.10,4.60
25/08/2004,2004,8,25,17.50,0.42,1.02,5.40
26/08/2004,2004,8,26,17.00,0.62,1.46,5.00
27/08/2004,2004,8,27,17.30,0.77,0.71,2.50
28/08/2004,2004,8,28,NA,NA,NA,NA
29/08/2004,2004,8,29,NA,NA,NA,NA
30/08/2004,2004,8,30,17.60,0.55,1.16,2.90
31/08/2004,2004,8,31,17.30,0.45,0.63,2.60
01/09/2004,2004,9,1,17.40,1.62,1.98,1.20
02/09/2004,2004,9,2,17.30,1.54,2.60,2.80
03/09/2004,2004,9,3,NA,NA,NA,NA
04/09/2004,2004,9,4,NA,NA,NA,NA
05/09/2004,2004,9,5,NA,NA,NA,NA
06/09/2004,2004,9,6,17.90,0.76,1.70,5.00
07/09/2004,2004,9,7,17.30,0.65,1.92,4.80
08/09/2004,2004,9,8,17.80,0.63,2.39,3.30
09/09/2004,2004,9,9,17.30,0.57,3.52,3.30
10/09/2004,2004,9,10,17.50,0.73,2.25,3.60
11/09/2004,2004,9,11,NA,NA,NA,NA
12/09/2004,2004,9,12,NA,NA,NA,NA
13/09/2004,2004,9,13,17.50,0.31,1.78,1.00
14/09/2004,2004,9,14,17.20,0.64,2.11,1.20
15/09/2004,2004,9,15,16.90,0.28,0.91,1.60
16/09/2004,2004,9,16,17.00,0.26,0.74,2.10
17/09/2004,2004,9,17,16.80,1.31,2.34,2.60
18/09/2004,2004,9,18,NA,NA,NA,NA
19/09/2004,2004,9,19,NA,NA,NA,NA
20/09/2004,2004,9,20,16.60,0.84,2.56,3.00
21/09/2004,2004,9,21,NA,NA,NA,NA
22/09/2004,2004,9,22,15.30,0.93,3.10,0.40
23/09/2004,2004,9,23,15.50,1.07,3.88,0.50
24/09/2004,2004,9,24,15.30,1.13,3.73,0.70
25/09/2004,2004,9,25,NA,NA,NA,NA
26/09/2004,2004,9,26,NA,NA,NA,NA
27/09/2004,2004,9,27,15.10,1.01,3.20,1.50
28/09/2004,2004,9,28,15.30,1.19,5.80,1.30
29/09/2004,2004,9,29,15.20,1.21,3.66,1.20
30/09/2004,2004,9,30,15.00,0.84,4.74,1.50
01/10/2004,2004,10,1,15.10,1.58,5.30,2.50
02/10/2004,2004,10,2,NA,NA,NA,NA
03/10/2004,2004,10,3,NA,NA,NA,NA
04/10/2004,2004,10,4,14.60,1.72,5.74,2.50
05/10/2004,2004,10,5,15.20,0.86,2.83,2.00
06/10/2004,2004,10,6,14.20,1.59,1.64,2.80
07/10/2004,2004,10,7,14.20,1.04,3.13,2.00
08/10/2004,2004,10,8,14.20,1.42,3.31,1.80
09/10/2004,2004,10,9,NA,NA,NA,NA
10/10/2004,2004,10,10,NA,NA,NA,NA
11/10/2004,2004,10,11,14.20,1.22,3.46,1.80
12/10/2004,2004,10,12,13.80,1.09,2.12,1.80
13/10/2004,2004,10,13,13.30,0.89,3.14,2.40
14/10/2004,2004,10,14,13.10,0.69,2.98,3.80
15/10/2004,2004,10,15,13.10,0.68,1.80,4.20
16/10/2004,2004,10,16,NA,NA,NA,NA
17/10/2004,2004,10,17,NA,NA,NA,NA
18/10/2004,2004,10,18,13.30,0.67,1.63,3.90
19/10/2004,2004,10,19,13.10,0.55,1.38,4.20
20/10/2004,2004,10,20,13.00,1.19,1.62,3.20
21/10/2004,2004,10,21,12.60,1.04,1.61,5.70
22/10/2004,2004,10,22,13.30,0.50,1.79,1.20
23/10/2004,2004,10,23,NA,NA,NA,NA
24/10/2004,2004,10,24,NA,NA,NA,NA
25/10/2004,2004,10,25,13.60,0.72,1.57,3.80
26/10/2004,2004,10,26,13.20,0.65,1.43,1.60
27/10/2004,2004,10,27,12.90,0.57,2.26,2.10
28/10/2004,2004,10,28,12.80,1.01,1.37,1.80
29/10/2004,2004,10,29,12.80,0.81,3.24,3.50
30/10/2004,2004,10,30,NA,NA,NA,NA
31/10/2004,2004,10,31,NA,NA,NA,NA
01/11/2004,2004,11,1,13.10,1.23,2.32,5.20
02/11/2004,2004,11,2,12.80,1.22,1.41,3.00
03/11/2004,2004,11,3,12.50,0.89,2.33,4.10
04/11/2004,2004,11,4,12.30,0.82,3.00,5.20
05/11/2004,2004,11,5,12.30,1.12,2.32,2.90
06/11/2004,2004,11,6,NA,NA,NA,NA
07/11/2004,2004,11,7,NA,NA,NA,NA
08/11/2004,2004,11,8,12.10,NA,3.68,2.40
09/11/2004,2004,11,9,11.50,1.20,2.65,3.50
10/11/2004,2004,11,10,11.50,NA,3.70,2.80
11/11/2004,2004,11,11,11.30,0.75,4.31,3.80
12/11/2004,2004,11,12,11.50,0.91,4.64,1.80
13/11/2004,2004,11,13,NA,NA,NA,NA
14/11/2004,2004,11,14,NA,NA,NA,NA
15/11/2004,2004,11,15,11.00,1.42,1.65,1.30
16/11/2004,2004,11,16,10.90,0.97,4.98,1.40
17/11/2004,2004,11,17,10.70,1.09,6.19,1.80
18/11/2004,2004,11,18,NA,NA,NA,NA
19/11/2004,2004,11,19,10.00,1.00,6.57,1.10
20/11/2004,2004,11,20,NA,NA,NA,NA
21/11/2004,2004,11,21,NA,NA,NA,NA
22/11/2004,2004,11,22,9.60,1.08,12.48,1.00
23/11/2004,2004,11,23,9.70,0.93,12.27,0.80
24/11/2004,2004,11,24,9.70,1.10,16.14,1.00
25/11/2004,2004,11,25,9.30,1.08,12.79,1.60
26/11/2004,2004,11,26,9.10,1.50,11.86,1.90
27/11/2004,2004,11,27,NA,NA,NA,NA
28/11/2004,2004,11,28,NA,NA,NA,NA
29/11/2004,2004,11,29,9.40,1.51,11.03,2.00
30/11/2004,2004,11,30,8.80,1.33,9.74,1.20
01/12/2004,2004,12,1,9.20,0.91,7.75,2.40
02/12/2004,2004,12,2,9.20,NA,7.55,2.50
03/12/2004,2004,12,3,9.20,1.25,5.72,2.80
04/12/2004,2004,12,4,NA,NA,NA,NA
05/12/2004,2004,12,5,NA,NA,NA,NA
06/12/2004,2004,12,6,9.40,1.36,7.60,2.50
07/12/2004,2004,12,7,9.40,1.34,7.62,2.00
08/12/2004,2004,12,8,9.20,1.09,7.00,2.80
09/12/2004,2004,12,9,8.80,0.73,6.94,2.80
10/12/2004,2004,12,10,9.00,1.06,7.72,2.80
11/12/2004,2004,12,11,NA,NA,NA,NA
12/12/2004,2004,12,12,NA,NA,NA,NA
13/12/2004,2004,12,13,9.00,0.96,7.03,4.00
14/12/2004,2004,12,14,8.70,1.32,6.47,4.00
15/12/2004,2004,12,15,8.50,0.89,7.99,1.90
16/12/2004,2004,12,16,8.60,0.94,6.99,1.70
17/12/2004,2004,12,17,8.50,0.91,7.91,1.80
18/12/2004,2004,12,18,NA,NA,NA,NA
19/12/2004,2004,12,19,NA,NA,NA,NA
20/12/2004,2004,12,20,7.90,0.71,8.49,1.50
21/12/2004,2004,12,21,6.60,0.92,13.04,1.50
22/12/2004,2004,12,22,NA,NA,NA,NA
23/12/2004,2004,12,23,NA,NA,NA,NA
24/12/2004,2004,12,24,NA,NA,NA,NA
25/12/2004,2004,12,25,NA,NA,NA,NA
26/12/2004,2004,12,26,NA,NA,NA,NA
27/12/2004,2004,12,27,6.70,1.27,18.01,1.80
28/12/2004,2004,12,28,6.20,NA,15.00,1.00
29/12/2004,2004,12,29,6.80,1.14,7.93,1.00
30/12/2004,2004,12,30,6.60,2.24,7.53,1.20
31/12/2004,2004,12,31,NA,NA,NA,NA
01/01/2005,2005,1,1,NA,NA,NA,NA
02/01/2005,2005,1,2,NA,NA,NA,NA
03/01/2005,2005,1,3,6.90,1.02,5.78,0.50
04/01/2005,2005,1,4,5.50,1.77,20.76,0.50
05/01/2005,2005,1,5,6.20,1.86,19.78,1.00
06/01/2005,2005,1,6,6.00,1.57,13.98,1.00
07/01/2005,2005,1,7,NA,NA,NA,NA
08/01/2005,2005,1,8,NA,NA,NA,NA
09/01/2005,2005,1,9,NA,NA,NA,NA
10/01/2005,2005,1,10,5.60,1.40,27.87,0.40
11/01/2005,2005,1,11,6.00,1.12,25.08,0.50
12/01/2005,2005,1,12,6.20,1.12,18.75,0.60
13/01/2005,2005,1,13,5.50,1.02,12.09,0.60
14/01/2005,2005,1,14,6.20,1.20,16.36,0.80
15/01/2005,2005,1,15,NA,NA,NA,NA
16/01/2005,2005,1,16,NA,NA,NA,NA
17/01/2005,2005,1,17,5.80,0.89,17.99,1.00
18/01/2005,2005,1,18,5.70,0.87,14.84,1.10
19/01/2005,2005,1,19,6.00,1.09,12.37,1.60
20/01/2005,2005,1,20,6.00,0.95,16.51,0.90
21/01/2005,2005,1,21,5.60,0.88,21.08,0.90
22/01/2005,2005,1,22,NA,NA,NA,NA
23/01/2005,2005,1,23,NA,NA,NA,NA
24/01/2005,2005,1,24,4.90,0.92,28.66,0.40
25/01/2005,2005,1,25,4.70,1.02,24.91,0.40
26/01/2005,2005,1,26,4.50,1.07,31.59,0.90
27/01/2005,2005,1,27,4.50,1.02,25.53,1.10
28/01/2005,2005,1,28,4.50,0.88,22.82,1.00
29/01/2005,2005,1,29,NA,NA,NA,NA
30/01/2005,2005,1,30,NA,NA,NA,NA
31/01/2005,2005,1,31,5.60,0.95,18.57,0.90
01/02/2005,2005,2,1,5.20,0.97,19.20,0.80
02/02/2005,2005,2,2,5.20,1.09,12.19,0.80
03/02/2005,2005,2,3,5.00,1.13,20.82,1.70
04/02/2005,2005,2,4,5.10,1.18,25.34,1.80
05/02/2005,2005,2,5,NA,NA,NA,NA
06/02/2005,2005,2,6,NA,NA,NA,NA
07/02/2005,2005,2,7,4.40,0.85,17.48,2.20
08/02/2005,2005,2,8,4.30,0.89,23.06,2.80
09/02/2005,2005,2,9,4.70,0.80,20.51,2.20
10/02/2005,2005,2,10,5.20,0.75,22.77,1.90
11/02/2005,2005,2,11,5.00,0.68,15.34,1.60
12/02/2005,2005,2,12,NA,NA,NA,NA
13/02/2005,2005,2,13,NA,NA,NA,NA
14/02/2005,2005,2,14,4.10,0.96,35.53,0.90
15/02/2005,2005,2,15,3.80,0.92,42.34,0.70
16/02/2005,2005,2,16,3.20,1.09,36.41,1.00
17/02/2005,2005,2,17,2.70,1.06,55.69,1.00
18/02/2005,2005,2,18,3.30,0.89,44.64,1.30
19/02/2005,2005,2,19,NA,NA,NA,NA
20/02/2005,2005,2,20,NA,NA,NA,NA
21/02/2005,2005,2,21,3.40,1.27,39.40,1.50
22/02/2005,2005,2,22,3.00,0.92,36.87,1.50
23/02/2005,2005,2,23,NA,NA,NA,NA
24/02/2005,2005,2,24,3.20,0.91,31.69,1.10
25/02/2005,2005,2,25,3.00,1.23,35.07,1.60
26/02/2005,2005,2,26,NA,NA,NA,NA
27/02/2005,2005,2,27,NA,NA,NA,NA
28/02/2005,2005,2,28,2.80,NA,41.75,1.50
01/03/2005,2005,3,1,3.10,1.41,24.13,1.10
02/03/2005,2005,3,2,3.50,1.00,25.47,1.50
03/03/2005,2005,3,3,2.60,1.00,32.80,1.70
04/03/2005,2005,3,4,2.90,0.57,31.40,1.80
05/03/2005,2005,3,5,NA,NA,NA,NA
06/03/2005,2005,3,6,NA,NA,NA,NA
07/03/2005,2005,3,7,2.90,1.13,35.00,1.60
08/03/2005,2005,3,8,3.20,1.15,30.14,1.80
09/03/2005,2005,3,9,3.50,0.91,30.40,1.50
10/03/2005,2005,3,10,3.20,0.95,29.48,1.50
11/03/2005,2005,3,11,3.60,0.70,29.99,0.90
12/03/2005,2005,3,12,NA,NA,NA,NA
13/03/2005,2005,3,13,NA,NA,NA,NA
14/03/2005,2005,3,14,3.50,0.73,26.82,1.30
15/03/2005,2005,3,15,3.50,0.88,22.47,1.50
16/03/2005,2005,3,16,3.80,0.85,26.70,1.50
17/03/2005,2005,3,17,4.00,0.71,26.98,1.30
18/03/2005,2005,3,18,4.10,0.68,30.97,1.50
19/03/2005,2005,3,19,NA,NA,NA,NA
20/03/2005,2005,3,20,NA,NA,NA,NA
21/03/2005,2005,3,21,3.80,0.59,30.36,2.00
22/03/2005,2005,3,22,3.90,0.67,28.30,2.30
23/03/2005,2005,3,23,4.30,0.47,24.97,3.00
24/03/2005,2005,3,24,4.30,0.64,25.44,3.80
25/03/2005,2005,3,25,NA,NA,NA,NA
26/03/2005,2005,3,26,NA,NA,NA,NA
27/03/2005,2005,3,27,NA,NA,NA,NA
28/03/2005,2005,3,28,NA,NA,NA,NA
29/03/2005,2005,3,29,4.30,0.88,24.16,3.20
30/03/2005,2005,3,30,4.40,0.72,19.93,3.10
31/03/2005,2005,3,31,4.30,0.64,18.39,2.90
01/04/2005,2005,4,1,4.60,0.39,16.00,4.50
02/04/2005,2005,4,2,NA,NA,NA,NA
03/04/2005,2005,4,3,NA,NA,NA,NA
04/04/2005,2005,4,4,4.80,0.68,13.92,6.00
05/04/2005,2005,4,5,5.30,0.68,14.32,7.00
06/04/2005,2005,4,6,5.20,0.74,15.23,3.50
07/04/2005,2005,4,7,5.30,0.66,15.43,5.00
08/04/2005,2005,4,8,5.20,0.69,12.24,4.50
09/04/2005,2005,4,9,NA,NA,NA,NA
10/04/2005,2005,4,10,NA,NA,NA,NA
11/04/2005,2005,4,11,5.40,0.73,9.31,5.00
12/04/2005,2005,4,12,5.90,0.85,19.34,5.00
13/04/2005,2005,4,13,5.90,0.86,19.73,5.50
14/04/2005,2005,4,14,6.00,0.85,18.25,7.00
15/04/2005,2005,4,15,5.70,0.46,18.57,7.50
16/04/2005,2005,4,16,NA,NA,NA,NA
17/04/2005,2005,4,17,NA,NA,NA,NA
18/04/2005,2005,4,18,6.60,0.42,18.17,6.50
19/04/2005,2005,4,19,6.40,0.38,15.91,6.50
20/04/2005,2005,4,20,6.40,0.23,15.64,6.00
21/04/2005,2005,4,21,7.00,0.18,13.43,11.00
22/04/2005,2005,4,22,6.60,0.25,13.31,11.00
23/04/2005,2005,4,23,NA,NA,NA,NA
24/04/2005,2005,4,24,NA,NA,NA,NA
25/04/2005,2005,4,25,6.70,0.10,11.62,10.00
26/04/2005,2005,4,26,7.00,0.10,10.56,10.50
27/04/2005,2005,4,27,7.40,0.05,9.98,8.50
28/04/2005,2005,4,28,7.10,0.32,8.25,8.50
29/04/2005,2005,4,29,7.60,0.97,8.88,8.20
30/04/2005,2005,4,30,NA,NA,NA,NA
01/05/2005,2005,5,1,NA,NA,NA,NA
02/05/2005,2005,5,2,7.90,0.36,11.07,9.00
03/05/2005,2005,5,3,7.80,1.03,9.87,10.00
04/05/2005,2005,5,4,7.80,0.36,11.14,10.70
05/05/2005,2005,5,5,NA,NA,NA,NA
06/05/2005,2005,5,6,7.70,0.55,10.86,6.80
07/05/2005,2005,5,7,NA,NA,NA,NA
08/05/2005,2005,5,8,NA,NA,NA,NA
09/05/2005,2005,5,9,7.90,0.01,11.63,7.00
10/05/2005,2005,5,10,8.20,0.07,12.24,7.80
11/05/2005,2005,5,11,8.50,0.01,12.72,5.80
12/05/2005,2005,5,12,8.80,0.40,15.57,5.80
13/05/2005,2005,5,13,9.90,0.01,22.61,5.80
14/05/2005,2005,5,14,NA,NA,NA,NA
15/05/2005,2005,5,15,NA,NA,NA,NA
16/05/2005,2005,5,16,NA,NA,NA,NA
17/05/2005,2005,5,17,9.90,0.12,15.90,6.00
18/05/2005,2005,5,18,9.80,0.19,18.32,4.80
19/05/2005,2005,5,19,10.40,0.01,18.45,6.40
20/05/2005,2005,5,20,10.40,0.07,14.55,4.80
21/05/2005,2005,5,21,NA,NA,NA,NA
22/05/2005,2005,5,22,NA,NA,NA,NA
23/05/2005,2005,5,23,10.40,0.01,13.58,9.00
24/05/2005,2005,5,24,10.20,0.01,12.77,9.00
25/05/2005,2005,5,25,10.20,0.01,10.33,8.40
26/05/2005,2005,5,26,11.00,0.02,9.40,10.10
27/05/2005,2005,5,27,11.10,0.05,9.44,8.00
28/05/2005,2005,5,28,NA,NA,NA,NA
29/05/2005,2005,5,29,NA,NA,NA,NA
30/05/2005,2005,5,30,10.90,0.05,8.55,7.90
31/05/2005,2005,5,31,11.20,0.12,9.21,4.00
01/06/2005,2005,6,1,10.90,0.05,6.82,3.60
02/06/2005,2005,6,2,11.20,0.01,6.53,5.00
03/06/2005,2005,6,3,11.40,0.13,6.54,5.80
04/06/2005,2005,6,4,NA,NA,NA,NA
05/06/2005,2005,6,5,NA,NA,NA,NA
06/06/2005,2005,6,6,11.40,0.03,8.81,3.50
07/06/2005,2005,6,7,11.30,0.03,5.69,2.00
08/06/2005,2005,6,8,12.10,0.01,3.75,2.80
09/06/2005,2005,6,9,11.90,0.01,5.17,4.00
10/06/2005,2005,6,10,12.10,0.01,7.41,4.80
11/06/2005,2005,6,11,NA,NA,NA,NA
12/06/2005,2005,6,12,NA,NA,NA,NA
13/06/2005,2005,6,13,12.50,0.10,4.67,4.90
14/06/2005,2005,6,14,12.80,0.04,4.50,5.00
15/06/2005,2005,6,15,13.40,0.08,4.91,5.80
16/06/2005,2005,6,16,13.70,0.16,4.84,5.90
17/06/2005,2005,6,17,13.70,0.14,5.84,7.40
18/06/2005,2005,6,18,NA,NA,NA,NA
19/06/2005,2005,6,19,NA,NA,NA,NA
20/06/2005,2005,6,20,15.10,0.13,5.27,7.90
21/06/2005,2005,6,21,14.70,0.16,6.38,12.00
22/06/2005,2005,6,22,14.20,0.06,5.21,8.80
23/06/2005,2005,6,23,13.70,0.01,6.48,8.00
24/06/2005,2005,6,24,15.60,0.01,6.58,7.40
25/06/2005,2005,6,25,NA,NA,NA,NA
26/06/2005,2005,6,26,NA,NA,NA,NA
27/06/2005,2005,6,27,15.80,0.01,5.27,3.80
28/06/2005,2005,6,28,15.10,0.10,3.85,4.10
29/06/2005,2005,6,29,16.40,0.01,3.02,3.80
30/06/2005,2005,6,30,15.80,0.01,2.24,3.80
01/07/2005,2005,7,1,16.00,0.27,3.31,5.20
02/07/2005,2005,7,2,NA,NA,NA,NA
03/07/2005,2005,7,3,NA,NA,NA,NA
04/07/2005,2005,7,4,16.40,0.01,3.23,5.50
05/07/2005,2005,7,5,15.60,0.10,1.87,5.20
06/07/2005,2005,7,6,15.20,0.01,2.37,5.00
07/07/2005,2005,7,7,15.30,0.01,2.45,6.20
08/07/2005,2005,7,8,15.20,0.03,3.10,5.80
09/07/2005,2005,7,9,NA,NA,NA,NA
10/07/2005,2005,7,10,NA,NA,NA,NA
11/07/2005,2005,7,11,16.30,0.02,2.48,6.00
12/07/2005,2005,7,12,17.30,0.17,2.38,5.60
13/07/2005,2005,7,13,17.60,0.26,0.10,5.30
14/07/2005,2005,7,14,18.00,0.09,0.10,5.80
15/07/2005,2005,7,15,18.10,0.08,1.53,7.00
16/07/2005,2005,7,16,NA,NA,NA,NA
17/07/2005,2005,7,17,NA,NA,NA,NA
18/07/2005,2005,7,18,16.40,0.04,2.04,6.00
19/07/2005,2005,7,19,16.80,0.01,0.10,7.80
20/07/2005,2005,7,20,16.50,0.08,0.10,2.60
21/07/2005,2005,7,21,16.10,0.01,2.27,1.50
22/07/2005,2005,7,22,16.50,0.15,2.81,1.80
23/07/2005,2005,7,23,NA,NA,NA,NA
24/07/2005,2005,7,24,NA,NA,NA,NA
25/07/2005,2005,7,25,17.00,0.37,2.26,2.80
26/07/2005,2005,7,26,17.40,0.26,2.50,4.00
27/07/2005,2005,7,27,17.40,0.19,1.95,5.10
28/07/2005,2005,7,28,17.70,0.29,2.53,4.80
